id;x1;x2;x3;x4;x5;y_regression;y_classification
1690;53;8.67;b;0.714123884;50;968.8895123;1
4919;69;4.93;c;0.55868636;100;921.3865936;1
850;29;8.69;b;0.533352806;50;851.5818953;1
3762;85;8.31;b;0.636902843;150;934.4976052;1
5401;17;5.8;a;0.671087109;50;1006.402691;1
576;5;0.63;b;0.186308312;100;656.1582014;0
217;100;5.86;a;0.414525366;50;1126.42118;1
1104;40;6.51;a;0.771159776;50;1095.745975;1
9957;3;5.01;a;0.067052462;150;398.9500907;0
866;23;7.77;a;0.240232565;100;804.1847948;1
4275;68;8.65;b;0.94311334;50;1069.363771;1
3620;58;3.26;a;0.211612961;150;631.1571843;0
1599;36;3.71;a;0.928832078;150;829.5283138;1
8988;24;0.26;a;0.420993977;100;861.0291122;1
698;25;2.91;a;0.69923918;150;735.5872536;1
7545;75;3.47;b;0.338182467;100;915.5654583;1
4837;83;1.91;c;0.608515602;150;732.1916905;0
4147;0;3.5;b;0.783094043;50;839.1071627;1
1583;74;4.98;c;0.536378814;100;926.5159053;1
8194;92;5.37;a;0.69265034;150;909.3045276;1
9141;41;2.88;b;0.262463908;100;793.9896264;1
7571;32;8.85;b;0.777647963;150;845.6865917;0
8454;97;1.46;c;0.751754579;50;1098.869867;1
6092;90;5.2;b;0.894483256;100;1140.944693;1
2273;54;2.74;b;0.316875508;150;720.8770224;1
5903;27;2.26;a;0.422748908;50;935.1106775;1
1864;36;4.46;b;0.9219145;100;1010.676763;1
5106;62;4.51;c;0.765614604;150;735.8096701;1
4120;9;3.74;b;0.100081943;50;578.1220094;0
6975;15;2.79;b;0.830913782;100;928.3061303;1
7991;86;4.75;a;0.989859622;50;1263.265104;1
2213;88;2.38;a;0.984173269;150;969.2472772;1
2279;43;1.75;c;0.270790358;100;732.2581733;0
4176;65;1.78;a;0.736151474;100;1073.166819;1
5053;28;2.82;c;0.129572054;150;387.6655321;0
1916;34;8.67;b;0.786475179;100;983.0313478;1
660;0;7.46;b;0.722735163;150;745.2053003;0
4182;9;8.3;b;0.431044652;50;763.3981124;1
9503;74;5.85;c;0.290719428;50;892.0616771;0
5656;47;6.22;a;0.475820051;100;958.8542229;1
2601;69;9.17;b;0.169484643;100;834.6217315;1
9680;40;7.39;a;0.226318379;100;838.216425;1
134;88;8.79;a;0.090298972;50;934.5087947;1
6908;55;6.26;a;0.02155124;50;766.7366612;1
6998;98;4.89;b;0.946801554;150;1043.096682;1
5186;26;4.24;c;0.537573729;100;804.4593669;0
8615;88;0.76;b;0.343063208;100;941.1318584;1
2907;12;9.94;c;0.617560245;100;814.768276;1
485;34;6.64;b;0.192178547;50;711.2912261;0
6447;61;6.83;a;0.51031092;150;777.7184891;1
1111;97;3.61;b;0.24261748;100;926.545448;1
6954;21;5.6;a;0.673598136;150;726.8074631;0
1072;29;9.77;c;0.670971602;100;873.3414501;0
5195;82;3.25;c;0.381416547;100;883.3602203;0
5390;18;8.61;b;0.497055915;100;851.9253314;1
9914;28;9.54;a;0.970129123;150;839.5382056;1
2124;11;3.23;b;0.658904313;50;829.1096635;1
3101;99;2.64;a;0.081926341;100;875.148158;1
3494;32;8.97;a;0.730949492;100;1013.09109;1
3669;73;5.22;b;0.748038763;150;927.6231114;1
6153;81;9.7;a;0.144452961;150;670.1301802;0
4043;7;1.15;b;0.030308345;150;403.6703013;0
8859;81;5.96;c;0.277806572;50;903.8727541;1
1558;89;2.93;c;0.764679967;100;1028.229876;1
9521;23;7.37;c;0.82108354;150;663.4047411;0
9561;82;2.29;a;0.585534291;100;1070.969831;1
5753;14;9.54;a;0.382777855;100;851.8564864;0
3434;71;8.03;c;0.538895587;50;989.276598;1
5787;32;6.92;a;0.656906806;50;1043.281695;1
1320;59;5.09;a;0.138060346;150;595.5264038;0
3982;83;8.97;b;0.164625111;50;825.2293587;0
3266;98;7.69;c;0.210385364;50;917.9357793;1
8575;47;5.37;a;0.661848409;100;1017.8955;1
3050;34;9.9;b;0.078974918;50;643.4685396;0
4226;74;6.83;a;0.667381634;150;861.5053855;0
9532;82;3.58;b;0.497203558;50;954.4738704;1
9652;67;9.37;b;0.794673347;100;1070.167433;1
4590;18;7.68;a;0.187604535;150;532.4354361;0
8945;39;6.37;a;0.952102191;100;1082.333789;1
881;63;5.67;c;0.704804961;50;1014.133572;1
6909;16;4.33;c;0.875640769;50;940.2864524;1
5031;83;3.19;b;0.497909983;150;866.2307245;1
6301;24;9.36;c;0.466597773;150;561.0029524;0
4825;85;3;b;0.512155773;50;965.3044548;1
3163;74;3.16;b;0.762920814;100;1057.992561;1
5826;39;1.14;c;0.968836813;100;952.1868109;1
1531;45;3.02;b;0.282868361;100;814.2265201;0
4930;98;0.17;b;0.264926789;50;887.9104546;1
8646;2;6.17;c;0.743123677;150;584.8635478;0
6522;6;0.2;c;0.914412903;150;622.0850372;0
4895;48;6.95;c;0.420533129;100;826.1291975;0
8498;4;3.35;b;0.72179361;100;871.6907563;0
3144;1;0.21;c;0.915408933;100;840.3273949;0
306;47;7.79;b;0.512156398;150;796.560556;1
2755;48;4.56;a;0.976827869;100;1105.100882;1
6942;88;6.56;a;0.903032382;150;962.2792203;1
3565;73;9.2;b;0.735317906;100;1067.632467;1
2797;5;5.88;b;0.655374046;150;732.1506184;1
1770;17;6.06;a;0.976179186;50;1091.677861;1
5002;73;1.09;b;0.104686787;100;773.6494567;0
7085;60;7.25;a;0.922337988;100;1130.077715;1
4577;14;4.29;c;0.773819284;150;617.4150332;0
1729;78;7.47;c;0.508830863;150;704.8313473;0
8668;41;6.53;b;0.36938543;150;723.4246753;0
5984;68;6.5;c;0.008642293;100;596.8700354;0
4386;73;1.28;b;0.229660607;150;721.6713304;0
884;77;8.12;b;0.979217472;100;1140.059758;1
6744;9;6.32;c;0.68522609;100;816.1805901;1
7154;69;7.08;a;0.204692157;150;667.5853273;0
3551;70;3.76;b;0.050129508;150;594.76324;0
707;100;3.54;c;0.120042587;50;853.0131707;0
5731;78;6.71;b;0.957952952;150;1002.013995;1
3814;49;4.96;b;0.96368164;50;1014.842397;1
5383;70;8.64;a;0.658340476;150;854.7564559;1
4743;26;7.36;b;0.98060929;150;879.9317324;0
8552;1;1.43;b;0.986270449;150;799.1119899;0
8458;14;3.38;a;0.565518451;150;667.5545447;0
8455;12;6.14;a;0.279075784;100;790.3273881;0
7307;44;4.75;a;0.285387614;100;868.6689801;0
4032;37;1.46;b;0.785209101;50;925.4110837;1
4093;55;5.21;a;0.203475077;100;856.1334277;0
7644;13;8.89;c;0.34001761;150;481.9531855;0
4778;9;0.25;a;0.153008274;150;464.2082009;0
6135;67;2.4;b;0.044273477;100;706.4413866;1
8019;23;5.07;a;0.539213972;100;917.2821208;1
5420;99;0.8;b;0.161974906;100;877.1375996;0
2575;46;7.5;c;0.303004455;100;773.947271;0
635;31;4.03;a;0.065448468;100;694.5774598;0
5211;50;0.21;a;0.04963223;150;482.3851015;0
3536;66;2.92;a;0.449672838;50;1045.001006;1
1220;70;9.67;a;0.033486883;100;774.4412762;1
2723;28;0.79;a;0.183876631;100;762.7779612;0
3170;86;8.27;a;0.244387234;100;965.4598547;1
158;92;8.43;b;0.118831494;150;725.7259615;0
6809;82;8.72;b;0.791284066;100;1104.551415;1
1222;24;8.23;c;0.538426624;50;872.2828554;1
1998;50;7.03;b;0.294282886;50;804.6382907;0
9050;39;1.84;a;0.496325337;150;701.1733455;1
900;48;3.42;c;0.714981521;50;972.1606575;1
7300;71;9.73;b;0.874222278;100;1103.143241;1
4800;41;9.02;b;0.710507742;50;938.9838643;1
91;18;4.43;c;0.449815596;100;753.836435;0
5258;82;5.37;b;0.024451113;150;596.3606986;0
8816;2;0.33;a;0.631423044;50;938.3987184;1
5595;12;6.84;c;0.185800872;150;396.5946669;0
5582;26;4.65;c;0.104419317;150;370.3487301;0
5554;56;8.48;b;0.099348785;150;621.1309522;0
7623;37;6.14;a;0.212092951;100;818.9570208;1
2017;11;3.02;c;0.531506056;150;530.3732498;0
4171;11;2.88;c;0.33870058;100;686.8234085;0
5259;79;0.07;a;0.521865764;50;1093.923643;1
824;0;3.99;c;0.734223508;50;859.7100734;1
2965;77;4.5;a;0.246488158;50;990.7120264;1
7767;77;0.87;b;0.435652368;50;910.4060935;1
61;13;9.49;c;0.674028202;100;833.3408718;0
6169;30;9.02;b;0.265637341;50;747.7258458;0
7082;4;0.77;c;0.061499115;100;495.3022439;0
2789;25;7;c;0.862249297;100;908.8399673;1
6414;40;9.76;b;0.958793925;150;917.385256;1
4973;12;3.69;b;0.966331314;50;918.787619;1
5837;59;3.97;a;0.30373955;50;971.2721136;1
2560;5;8.71;c;0.016942013;50;524.5742012;0
209;21;0.3;c;0.739200577;50;901.3720308;1
8720;55;2.3;b;0.850750666;50;991.3288886;1
6167;86;1.97;c;0.85807813;100;1043.465702;1
4726;87;8.08;b;0.822854298;150;993.257324;1
5780;56;2.86;b;0.966526529;50;1026.073363;1
5023;40;8.43;c;0.3628496;150;557.5512333;0
9146;36;9.46;a;0.316674679;150;648.1654168;0
3550;87;3.7;c;0.077635597;150;497.4311663;0
8885;17;2.29;c;0.436864548;150;508.8986888;0
7627;15;8.03;a;0.517154641;50;958.7963816;1
609;44;7.03;b;0.882057562;100;1028.742567;1
8722;100;2.42;b;0.125557128;100;860.9718748;0
8129;5;8.06;b;0.896021505;50;897.6210201;0
1533;88;6.85;a;0.541902715;100;1086.623778;1
7938;86;6.73;a;0.392695904;50;1085.727324;1
5591;1;9.39;c;0.011283863;150;215.1758059;0
583;11;9.9;b;0.623238551;50;840.1834532;0
4700;70;5.6;b;0.056916613;50;697.9231727;0
4782;0;1.98;a;0.740814007;50;971.9353221;1
9030;17;1.88;b;0.393960065;150;657.8859311;0
2838;79;8.78;b;0.226137284;50;849.4960283;1
3539;95;6.84;c;0.728036688;50;1104.891688;1
109;29;4.27;b;0.282772713;50;737.5901458;0
3141;38;1.27;c;0.114577917;150;396.7702403;0
6000;87;2.91;c;0.716643751;50;1068.453527;1
283;36;7.13;b;0.731437633;50;926.3526936;1
1764;40;6.41;c;0.648448869;50;941.9660726;1
8712;14;2.34;c;0.113543162;150;339.5673716;0
3469;30;7.46;b;0.807455869;150;844.4288814;1
8704;9;4.2;b;0.936406368;150;815.6208017;1
773;17;2.08;a;0.722878295;100;950.2807176;1
3403;88;0.04;c;0.959532699;50;1127.901058;1
2635;94;0.6;c;0.046859453;50;763.2223791;0
7367;43;5.91;a;0.476017645;50;1007.139618;1
388;77;6.81;c;0.755179558;150;777.9769792;0
729;49;3.12;b;0.445512828;150;761.917677;1
7639;73;5.01;b;0.572860242;50;962.6101152;1
7628;77;0.43;a;0.181340993;50;941.8418138;1
9585;98;2.93;c;0.182712258;100;827.224241;1
1318;82;4.66;a;0.193299986;150;685.6416116;0
3600;15;5.15;c;0.07313352;150;318.1598899;0
3189;96;0.74;a;0.333386263;50;1066.151411;1
2264;14;8.58;b;0.92615494;150;840.0504606;0
2787;66;2.93;b;0.693582928;100;1016.9081;1
5127;60;8.02;c;0.335518088;100;825.0692849;0
5061;21;6.53;a;0.680701449;100;962.5111345;1
1119;99;5.22;b;0.472355079;100;1034.266135;1
7576;67;2.61;b;0.740365509;50;991.4029319;1
4938;76;1.24;a;0.959583061;100;1159.663822;1
1420;18;2.51;a;0.826907391;150;753.3248825;0
7043;17;0.06;b;0.365189414;100;770.5973882;1
7731;94;4.53;c;0.779733846;150;819.8919374;0
7850;63;0.36;b;0.600914578;100;972.0352698;1
409;21;9.35;c;0.551533103;50;872.9510314;0
2905;92;8.97;b;0.999551763;150;1055.052369;1
8782;73;8.11;c;0.299063423;100;841.6828262;0
405;32;4.66;c;0.879775076;100;923.2424985;1
1863;72;9.09;b;0.733254325;100;1064.164122;1
4886;49;7.03;b;0.810131689;100;1021.689548;1
5326;48;4.43;a;0.692060292;150;795.9970464;0
1637;9;2.09;c;0.696548441;50;864.746246;0
6320;74;2.4;a;0.00178529;150;459.4126891;0
7021;15;6.71;b;0.292908912;50;715.4387572;0
3212;67;2.65;a;0.105630342;150;584.1229499;0
346;30;9.66;a;0.442972605;50;974.9378936;1
638;33;6.9;c;0.222316548;150;469.523619;0
287;73;9.36;c;0.74384392;50;1062.889891;1
3019;1;1.93;b;0.353415993;150;601.4652448;0
6310;35;2.35;c;0.903510287;50;988.5804483;1
3959;97;5.81;a;0.068545066;50;927.7420215;1
2658;42;7.27;a;0.445835609;100;938.8067812;1
2415;53;1.06;b;0.483007951;100;909.266736;1
5082;2;9.38;c;0.293674661;50;725.1833467;0
733;11;0.68;a;0.981794674;100;1000.935232;1
6852;12;5.87;a;0.862385989;50;1048.859957;1
4645;80;2.16;c;0.544382616;50;994.0934023;1
1711;21;9.96;c;0.212502841;50;734.1461099;0
7632;54;6.54;a;0.34983492;100;928.2554906;1
3761;97;4.29;b;0.508499004;150;908.625621;1
3083;12;7.61;c;0.229054122;50;712.6284529;0
9749;67;2.23;b;0.311440198;150;749.2543772;0
8728;83;9.09;a;0.323525359;50;1057.155306;1
530;86;9.82;c;0.548139761;150;746.1772472;0
8693;97;7.18;a;0.778402343;150;952.8393043;1
2543;41;1.87;a;0.810728458;50;1093.918562;1
4932;63;5.41;b;0.014583574;100;661.6396036;0
70;51;6.75;c;0.731709833;100;936.4207655;1
1903;17;1.78;a;0.410813146;100;844.6440035;1
6170;29;9.17;c;0.615805676;100;854.1456034;1
5399;98;8.67;a;0.116249694;150;689.6424876;0
8336;82;7.98;b;0.265008547;50;873.9574622;0
2416;34;10;c;0.748199326;150;679.08692;0
4400;43;1.08;c;0.406498542;50;847.8717486;0
7800;98;8.06;c;0.941828059;50;1175.068089;1
2587;91;7.16;a;0.260517394;150;751.8416631;0
3033;80;6.51;b;0.82469846;50;1060.732007;1
1858;7;4.94;a;0.718326922;150;703.015387;1
4312;96;2.58;a;0.419458475;150;817.7138103;0
6257;4;7.11;a;0.122989897;100;684.768946;0
3810;86;8.9;b;0.227052525;100;908.6302131;1
3406;8;9.66;a;0.094062397;100;681.2588366;1
6523;10;9.24;a;0.228844684;150;540.2521081;0
7895;9;0.11;a;0.913238213;150;745.97813;0
6014;47;3.35;b;0.464620974;50;854.4602141;1
6433;1;7.05;a;0.119069549;150;443.8031192;0
4297;82;9.18;a;0.905401565;100;1187.075426;1
1208;52;7.33;c;0.462112524;50;912.2923518;1
7902;40;1.21;b;0.844547442;100;989.2686805;1
9091;54;5.12;b;0.338713587;50;828.034285;1
394;88;4.49;b;0.978159849;50;1114.450678;1
1000;26;9.72;a;0.208627554;100;801.4894953;0
9407;67;2.74;b;0.002220338;50;585.1735913;0
823;24;7.52;b;0.058547965;150;501.3193738;0
9092;72;0.53;b;0.482226267;100;954.720536;1
1073;29;0.24;a;0.481396305;50;955.2020014;1
6445;30;0.17;c;0.725142445;100;860.0856493;0
6580;21;7.93;c;0.69454322;100;854.3462672;0
5335;45;2.62;a;0.170302899;100;803.3065277;1
9931;35;9.73;a;0.615563853;150;757.4846274;1
239;82;9.8;c;0.804405065;50;1104.066316;1
7898;26;4.83;c;0.559798331;50;873.1714176;1
8658;71;6.33;b;0.115694068;50;753.6372111;0
5850;8;4.15;c;0.478468563;150;507.9709508;0
5413;35;9.54;c;0.480190451;50;883.7362355;0
556;10;9.06;a;0.652917987;150;704.4808439;0
3907;59;0.46;c;0.245688103;150;525.1608145;0
6905;26;0.74;a;0.508392949;50;958.9617548;1
6417;48;8.83;a;0.357735515;50;983.448034;1
1275;7;6.8;c;0.22254629;100;634.7611293;0
8243;51;0.73;a;0.574496025;50;1043.897638;1
8903;23;6.27;b;0.089198678;150;523.0041789;0
829;14;7.57;b;0.327629695;100;772.1458993;1
6313;65;1.02;c;0.758848801;50;1019.445398;1
3503;10;6.13;c;0.896184493;100;877.4910755;0
3000;31;0.78;c;0.71125051;50;919.7649037;1
6345;63;8.31;a;0.633252299;150;828.3523962;0
5184;42;5.05;c;0.217957894;150;483.5406448;0
5581;13;1.56;b;0.385808542;50;733.251399;0
5634;58;8.08;a;0.289487425;50;975.915736;1
3169;48;0.34;c;0.264761892;100;737.1503607;0
7701;19;8.79;c;0.876354754;150;673.134147;0
148;16;3.95;c;0.257184201;50;724.7093164;1
5361;12;8.61;a;0.374530778;100;840.4089675;1
2510;48;9.22;b;0.544162639;50;904.5286589;1
98;77;3.03;a;0.393919257;150;761.6991768;0
8529;10;4.54;c;0.584988375;150;550.8352042;0
238;49;3.21;a;0.388620867;50;979.8757738;1
4562;63;6.16;b;0.712620714;150;895.3914666;1
7266;13;0.52;a;0.740165706;100;940.1390867;1
4827;10;4.46;b;0.420414102;50;749.0376968;0
3228;61;7.03;b;0.765093633;150;908.552395;1
4501;45;2.18;c;0.117493785;100;649.8893011;0
5366;33;9.33;b;0.525954826;150;771.4769557;0
4207;94;4.94;c;0.986579262;100;1106.826751;1
9550;25;1.36;a;0.389647611;150;624.4319401;0
2592;4;2.59;c;0.771715257;100;816.6043955;0
782;28;5.4;a;0.217906024;50;856.3731842;1
1324;18;6.49;a;0.328854306;100;829.0838681;0
8037;50;0.46;a;0.981871979;100;1097.722136;1
4575;78;2.22;a;0.124623463;100;854.6459115;0
8940;68;4.91;c;0.080435425;150;456.4503389;0
3278;63;6.12;a;0.40539497;100;971.9758415;1
3413;66;4.19;a;0.347014796;50;1008.481666;1
5359;0;5.3;c;0.224804612;100;613.4598926;0
1204;43;8.57;c;0.365564617;50;856.3369571;0
8845;67;6.03;b;0.483763757;50;920.3346963;1
9137;48;9.32;a;0.807238006;50;1135.256882;1
5375;7;8.9;a;0.20390541;150;518.2107736;0
5631;80;7.58;b;0.977404959;150;1014.854706;1
4105;21;0.58;b;0.289149475;100;749.0375727;1
105;14;6.56;a;0.9989537;150;801.877497;1
229;77;2.44;c;0.119808562;50;791.6812253;0
7558;5;7.73;a;0.439151583;150;614.877806;0
7685;90;2.08;b;0.863725192;50;1081.599642;1
2470;26;5.29;b;0.801671376;150;825.590556;1
3615;89;7.63;b;0.474349083;150;887.567266;1
7852;73;3.07;a;0.637644881;150;837.2807875;1
8393;70;6.96;a;0.261514572;150;699.163618;0
8617;56;0;b;0.097216423;100;721.6408101;0
8719;60;0.08;a;0.921102025;100;1105.87977;1
2367;33;7.76;a;0.344351203;50;936.7371846;1
5939;92;7.24;c;0.898795883;150;856.4277705;1
1693;0;6.25;b;0.355072608;150;614.0466866;0
1809;53;1.65;c;0.326646979;100;782.5027603;0
2691;42;2.87;a;0.835914847;100;1047.442063;1
32;88;5.05;a;0.837221891;100;1170.058719;1
4850;66;5.01;a;0.612980572;100;1048.891748;1
7100;11;3.23;a;0.410691321;50;893.6710714;1
8001;32;4.76;b;0.33635313;150;681.1249372;0
3191;42;6.34;a;0.626633519;50;1056.902292;1
3114;34;7.63;a;0.693529382;100;1002.543026;1
5543;0;3.6;a;0.100938799;150;416.1366756;0
7467;44;2.57;b;0.824597557;100;998.3379395;1
2046;76;3.12;b;0.96971266;150;988.0538877;1
1205;77;5;a;0.471648106;150;797.8275469;0
9752;84;7.81;b;0.373902688;100;967.4882827;1
8562;54;7.05;b;0.539084482;150;820.882704;0
564;33;9.52;c;0.527406799;100;836.0585625;0
517;15;1.51;a;0.355482348;50;875.6291599;1
266;25;2.83;a;0.516692496;100;907.0735963;1
2207;42;4.45;a;0.077664775;100;734.9035719;0
3264;42;7.08;a;0.664188667;150;781.3595953;1
9227;31;9.26;a;0.144833284;150;543.9149824;0
6694;54;8.42;a;0.742487271;150;839.1714458;0
1295;90;3.69;a;0.745372331;150;914.2567822;1
7983;54;6.52;a;0.682136005;100;1045.412295;1
8582;78;3.27;c;0.257934143;100;818.5682548;0
5050;25;7.85;b;0.289224542;150;652.8328424;0
8383;54;0.77;c;0.271368516;100;756.7723851;0
7249;51;8.16;b;0.086548252;50;686.7573791;0
5185;9;0.42;c;0.126646658;150;330.1301892;0
5884;96;2.5;a;0.836603183;150;950.9494135;1
9950;44;4.52;a;0.87871323;100;1069.493194;1
2556;41;6.08;b;0.825490045;100;1002.771882;1
7747;50;9.12;c;0.326389666;150;569.3165554;0
9436;14;0.31;a;0.956796369;150;770.4064829;0
4625;84;0.82;b;0.619065737;150;901.4285936;1
8219;53;3.6;a;0.306581111;100;897.0799044;0
5770;19;1.06;c;0.121986143;150;353.9567137;0
3491;48;5.3;a;0.794066697;100;1058.944169;1
6943;74;8.8;c;0.460740869;150;681.9878176;0
3606;21;8.47;a;0.406647888;100;875.2929148;0
3769;100;8.4;c;0.03683594;50;791.9246144;1
9170;96;9.85;c;0.474547293;100;975.9805343;1
9820;1;0.56;a;0.342550138;100;772.7467838;0
2287;54;1.82;b;0.494970846;150;788.1257627;0
390;15;4.53;c;0.002431998;150;205.5368881;0
4585;10;7.97;c;0.925207628;150;660.7730093;0
8055;58;2.92;b;0.194165971;150;670.3392804;0
9926;59;0.01;b;0.271509703;50;793.0554226;1
8432;86;2.27;b;0.663254403;150;925.0556026;1
9179;81;4.15;b;0.247382386;50;849.9964069;0
1057;57;4.22;c;0.882640845;50;1044.286594;1
8851;68;8.84;a;0.185116334;150;659.8572795;0
2917;85;6.31;b;0.95253205;50;1106.4902;1
2422;35;3.34;b;0.811663727;100;974.827178;1
7464;36;4.23;c;0.18568338;50;737.5300298;0
5907;85;5.21;a;0.808149794;50;1214.324218;1
1261;40;6.69;b;0.232869273;50;748.54951;0
7554;76;8.37;c;0.820123721;150;798.9698528;0
3910;87;8.75;a;0.689903689;100;1137.682775;1
9537;51;1.91;c;0.041917434;150;364.5233782;0
9688;54;6.14;c;0.481028231;100;860.9702628;0
3787;58;9.41;a;0.145056309;50;901.7557503;1
3974;89;0.31;a;0.709961688;100;1120.57149;1
712;72;5.75;a;0.126718751;50;912.1245441;1
3739;39;9.84;b;0.895183858;150;898.6323221;0
8288;48;9.1;c;0.937907903;100;993.2742956;1
8914;67;7.27;c;0.326413899;150;605.6666597;0
7396;65;0.39;a;0.74908034;100;1072.288906;1
9790;74;1.5;a;0.441539155;100;997.9801323;1
534;96;4.31;b;0.623824454;100;1075.008161;1
5652;52;4.73;a;0.613343731;50;1072.321381;1
108;100;4.66;b;0.963181485;50;1141.216007;1
7039;72;6.94;b;0.820536461;100;1081.770607;1
8305;8;6;a;0.847097965;100;975.9126941;1
1691;25;9.31;a;0.820922528;100;1022.269245;1
1625;19;0.68;a;0.730891205;50;1012.214435;1
